Event_ID,District,Zipcode,coordinate_X,coordinate_Y,Type
11942808,arganzuela,28045,440586,4471782,['TeatroPerformance']
11956862,san blas-canillejas,28022,447255,4474591,['TeatroPerformance']
11957946,ciudad lineal,28037,444202,4478162,['TeatroPerformance']
11939455,moratalaz,28030,444520,4473567,['CursosTalleres']
11941502,moratalaz,28030,444520,4473567,['CursosTalleres']
11815459,tetuan,28020,439755,4478779,['CursosTalleres']
11759300,centro,28013,440645,4475347,['CursosTalleres']
11792672,chamartin,28002,442766,4477922,['CursosTalleres']
11764235,centro,28013,439775,4473962,['CursosTalleres']
11833673,san blas-canillejas,28022,448214,4476029,['CursosTalleres']
11814410,centro,28013,439775,4473962,['CursosTalleres']
11814760,centro,28013,440645,4475347,['CursosTalleres']
11813700,chamartin,28002,442766,4477922,['CursosTalleres']
11945820,retiro,28007,441779,4473428,['Fiestas']
11940479,fuencarral-el pardo,28029,441699,4482933,['ConferenciasColoquios']
11933445,usera,28026,439248,4469889,"['DanzaBaile', 'FolcloreEtnica']"
11827513,centro,28013,440645,4475347,['CineActividadesAudiovisuales']
11958700,villa de vallecas,28031,447107,4470075,['Exposiciones']
11768304,centro,28013,439759,4475508,['ProgramacionDestacadaAgendaCultura']
11693857,centro,28013,440597,4474036,['TeatroPerformance']
11950464,centro,28013,440597,4474036,['TeatroPerformance']
11944918,fuencarral-el pardo,28029,441386,4482508,['TeatroPerformance']
11941421,ciudad lineal,28037,444580,4477056,['CursosTalleres']
11944206,arganzuela,28045,440979,4472617,['TeatroPerformance']
11925602,retiro,28007,441967,4474495,['1ciudad21distritos']
11933889,usera,28026,439248,4469889,"['DanzaBaile', 'FolcloreEtnica']"
11948634,chamberi,28010,439412,4476170,['ExcursionesItinerariosVisitas']
11934707,usera,28026,439248,4469889,"['DanzaBaile', 'FolcloreEtnica']"
11887446,villa de vallecas,28031,446579,4469157,['CursosTalleres']
11958879,villa de vallecas,28031,447107,4470075,['FiestasSanIsidro']
11934569,usera,28026,439248,4469889,"['DanzaBaile', 'FolcloreEtnica']"
11954288,arganzuela,28045,440946,4471422,['ProgramacionDestacadaAgendaCultura']
11946597,retiro,28007,441967,4474495,['TeatroPerformance']
11952941,centro,28013,440597,4474036,['TeatroPerformance']
11952929,centro,28013,440597,4474036,['TeatroPerformance']
11907590,centro,28013,439775,4473962,['ConcursosCertamenes']
11925595,retiro,28007,441277,4474496,['ProgramacionDestacadaAgendaCultura']
11939550,retiro,28007,442360,4473388,['ItinerariosOtrasActividadesAmbientales']
11601947,retiro,28007,442360,4473388,['ItinerariosOtrasActividadesAmbientales']
11940544,retiro,28007,442360,4473388,['ItinerariosOtrasActividadesAmbientales']
11941352,latina,28044,436432,4472601,['Exposiciones']
11883341,moratalaz,28030,444520,4473567,['CursosTalleres']
11768286,centro,28013,439759,4475508,['ProgramacionDestacadaAgendaCultura']
11912827,latina,28044,435330,4470783,['DanzaBaile']
11294308,fuencarral-el pardo,28029,441233,4481384,['CursosTalleres']
11934568,usera,28026,439248,4469889,"['DanzaBaile', 'FolcloreEtnica']"
11934067,usera,28026,439248,4469889,"['DanzaBaile', 'FolcloreEtnica']"
11942574,arganzuela,28045,440946,4471422,['ProgramacionDestacadaAgendaCultura']
11156310,fuencarral-el pardo,28029,441233,4481384,['CursosTalleres']
11938923,tetuan,28020,440628,4478947,['CursosTalleres']
11882130,ciudad lineal,28037,444705,4474959,['CursosTalleres']
11957876,villa de vallecas,28031,447107,4470075,['ConferenciasColoquios']
11959743,arganzuela,28045,440946,4471422,['CursosTalleres']
10878666,chamartin,28002,442656,4477714,['CursosTalleres']
11940791,latina,28044,433786,4470559,"['Musica', 'CantautorFolkCountry']"
11957744,villa de vallecas,28031,448550,4470424,['Musica']
11903521,san blas-canillejas,28022,449282,4477702,['Exposiciones']
11879739,arganzuela,28045,440723,4473051,['ProgramacionDestacadaAgendaCultura']
11944854,moncloa-aravaca,28008,437516,4475994,['CineActividadesAudiovisuales']
10343747,fuencarral-el pardo,28029,439894,4481167,['CursosTalleres']
10343762,fuencarral-el pardo,28029,439894,4481167,['CursosTalleres']
11883342,hortaleza,28043,444876,4479190,['CursosTalleres']
11735895,salamanca,28001,441476,4475151,['ProgramacionDestacadaAgendaCultura']
11920007,retiro,28007,441277,4474496,['ProgramacionDestacadaAgendaCultura']
11946867,hortaleza,28043,444469,4482391,['DanzaBaile']
11913762,centro,28013,439593,4473220,['1ciudad21distritos']
11912831,arganzuela,28045,440979,4472617,['1ciudad21distritos']
11912860,tetuan,28020,440857,4480052,['DanzaBaile']
11872191,retiro,28007,441277,4474496,['CursosTalleres']
11871942,retiro,28007,441277,4474496,['CursosTalleres']
11872021,retiro,28007,441277,4474496,['CursosTalleres']
11871871,retiro,28007,441277,4474496,['CursosTalleres']
11872097,retiro,28007,441277,4474496,['CursosTalleres']
11896769,hortaleza,28043,444516,4479119,['DanzaBaile']
11910121,villa de vallecas,28031,448550,4470424,['ConferenciasColoquios']
11884550,vicalvaro,28032,448473,4472636,['CursosTalleres']
11958686,villa de vallecas,28031,448550,4470424,['ConferenciasColoquios']
11958553,retiro,28007,442345,4474221,['Musica']
11934571,usera,28026,439248,4469889,"['DanzaBaile', 'FolcloreEtnica']"
11944333,fuencarral-el pardo,28029,441892,4485296,['CuentacuentosTiteresMarionetas']
11947244,retiro,28007,442527,4472618,['CineActividadesAudiovisuales']
11938086,tetuan,28020,440258,4477792,['RecitalesPresentacionesActosLiterarios']
11920624,retiro,28007,441277,4474496,['CursosTalleres']
11957880,chamartin,28002,441962,4479867,['CuentacuentosTiteresMarionetas']
11748047,salamanca,28001,442103,4475356,"['ActividadesDeportivas', 'Ajedrez']"
11497744,latina,28044,434954,4472113,['CursosTalleres']
11933734,usera,28026,439248,4469889,"['DanzaBaile', 'FolcloreEtnica']"
11933202,usera,28026,439248,4469889,"['DanzaBaile', 'FolcloreEtnica']"
11938409,vicalvaro,28032,448357,4472920,['CursosTalleres']
11933039,usera,28026,439248,4469889,"['DanzaBaile', 'FolcloreEtnica']"
11933580,usera,28026,439248,4469889,"['DanzaBaile', 'FolcloreEtnica']"
11941451,chamartin,28002,443189,4479129,['CursosTalleres']
11756649,barajas,28042,449661,4479046,['CursosTalleres']
11919371,hortaleza,28043,445579,4480884,['CursosTalleres']
11939978,villaverde,28021,441066,4467547,['CursosTalleres']
11932200,usera,28026,440301,4469524,['CursosTalleres']
11893844,chamberi,28010,439412,4476170,['CursosTalleres']
11885510,carabanchel,28025,438758,4471886,['CursosTalleres']
11933618,usera,28026,439248,4469889,"['DanzaBaile', 'FolcloreEtnica']"
11938717,retiro,28007,442360,4473388,['ItinerariosOtrasActividadesAmbientales']
11946730,hortaleza,28043,445579,4480884,"['DanzaBaile', 'Flamenco']"
11944390,arganzuela,28045,440979,4472617,['CursosTalleres']
11887909,chamartin,28002,443189,4479129,['CursosTalleres']
11947813,puente de vallecas,28038,443107,4470541,['ConferenciasColoquios']
10791370,chamartin,28002,442656,4477714,['CursosTalleres']
10861785,chamartin,28002,442656,4477714,['CursosTalleres']
11939244,villa de vallecas,28031,446579,4469157,['ClubesLectura']
11934104,usera,28026,439248,4469889,"['DanzaBaile', 'FolcloreEtnica']"
11938180,usera,28026,441188,4469184,['CursosTalleres']
11933407,usera,28026,439248,4469889,"['DanzaBaile', 'FolcloreEtnica']"
11944613,usera,28026,439703,4468958,['ActividadesCalleArteUrbano']
11932121,usera,28026,440301,4469524,['CursosTalleres']
11782633,villaverde,28021,440472,4465148,['ActividadesEscolares']
11939884,retiro,28007,442360,4473388,['ItinerariosOtrasActividadesAmbientales']
11933050,usera,28026,439248,4469889,"['DanzaBaile', 'FolcloreEtnica']"
11912001,centro,28013,439759,4475508,['ProgramacionDestacadaAgendaCultura']
11911878,centro,28013,439759,4475508,['ProgramacionDestacadaAgendaCultura']
11950671,villaverde,28021,440472,4465148,['CursosTalleres']
11945810,retiro,28007,441779,4473428,['Fiestas']
11765626,arganzuela,28045,440713,4471660,['CursosTalleres']
11934603,salamanca,28001,441476,4475151,['ProgramacionDestacadaAgendaCultura']
11933030,usera,28026,439248,4469889,"['DanzaBaile', 'FolcloreEtnica']"
11952273,centro,28013,440047,4474058,['ActosReligiosos']
11941487,moratalaz,28030,444520,4473567,['CursosTalleres']
11934295,usera,28026,439248,4469889,"['DanzaBaile', 'FolcloreEtnica']"
11957931,chamartin,28002,442766,4477922,['CursosTalleres']
11919393,hortaleza,28043,445579,4480884,['Exposiciones']
11804402,latina,28044,434954,4472113,['CursosTalleres']
11911454,usera,28026,439703,4468958,['CursosTalleres']
11890886,moratalaz,28030,444520,4473567,['CursosTalleres']
11882835,hortaleza,28043,444876,4479190,['TeatroPerformance']
11693867,centro,28013,440597,4474036,['ProgramacionDestacadaAgendaCultura']
11948722,villaverde,28021,442482,4466908,['TeatroPerformance']
11936754,villaverde,28021,441066,4467547,['Musica']
11961066,villaverde,28021,441066,4467547,['Musica']
11948116,villaverde,28021,442482,4466908,['TeatroPerformance']
11941050,tetuan,28020,440857,4480052,['TeatroPerformance']
11939949,tetuan,28020,440857,4480052,['TeatroPerformance']
11941052,tetuan,28020,440857,4480052,['TeatroPerformance']
11933549,usera,28026,439248,4469889,"['DanzaBaile', 'FolcloreEtnica']"
11958014,centro,28013,441134,4473558,['Exposiciones']
11952133,usera,28026,439703,4468958,['CursosTalleres']
11886187,barajas,28042,449784,4480499,['CursosTalleres']
11946966,latina,28044,435819,4471933,['CursosTalleres']
11943265,chamberi,28010,439412,4476170,['CursosTalleres']
11790555,fuencarral-el pardo,28029,439894,4481167,['TeatroPerformance']
11952935,centro,28013,440597,4474036,['TeatroPerformance']
11906657,centro,28013,439593,4473220,['1ciudad21distritos']
11887984,chamartin,28002,443189,4479129,['ConferenciasColoquios']
11946657,hortaleza,28043,445579,4480884,['Musica']
11887903,retiro,28007,442345,4474221,['RecitalesPresentacionesActosLiterarios']
11887905,retiro,28007,442345,4474221,['RecitalesPresentacionesActosLiterarios']
11887899,retiro,28007,442345,4474221,['RecitalesPresentacionesActosLiterarios']
11887901,retiro,28007,442345,4474221,['RecitalesPresentacionesActosLiterarios']
11883622,centro,28013,439775,4473962,['CursosTalleres']
11946991,ciudad lineal,28037,444580,4477056,['CineActividadesAudiovisuales']
11939905,puente de vallecas,28038,442974,4470850,['CineActividadesAudiovisuales']
11954283,arganzuela,28045,440946,4471422,['ProgramacionDestacadaAgendaCultura']
11939470,puente de vallecas,28038,443950,4469433,['DanzaBaile']
11896779,hortaleza,28043,444516,4479119,['DanzaBaile']
11934559,usera,28026,439248,4469889,"['DanzaBaile', 'FolcloreEtnica']"
11943034,arganzuela,28045,440586,4471782,['TeatroPerformance']
11897260,retiro,28007,441277,4474496,['ProgramacionDestacadaAgendaCultura']
11896732,retiro,28007,442345,4474221,['ConferenciasColoquios']
11947702,carabanchel,28025,438758,4471886,['CineActividadesAudiovisuales']
11934692,usera,28026,439248,4469889,"['DanzaBaile', 'FolcloreEtnica']"
11934566,usera,28026,439248,4469889,"['DanzaBaile', 'FolcloreEtnica']"
11934022,usera,28026,439248,4469889,"['DanzaBaile', 'FolcloreEtnica']"
11907587,retiro,28007,442345,4474221,['ConcursosCertamenes']
11907547,centro,28013,439775,4473962,['ConcursosCertamenes']
11768322,centro,28013,439759,4475508,['RecitalesPresentacionesActosLiterarios']
11941038,arganzuela,28045,440946,4471422,['ProgramacionDestacadaAgendaCultura']
11920495,retiro,28007,441277,4474496,['ProgramacionDestacadaAgendaCultura']
11913917,retiro,28007,442345,4474221,['ConferenciasColoquios']
11932893,barajas,28042,450961,4480464,['1ciudad21distritos']
11957802,villa de vallecas,28031,447107,4470075,['Exposiciones']
11921783,usera,28026,439670,4470445,['Musica']
11565450,chamartin,28002,442656,4477714,['Musica']
11940871,latina,28044,434222,4472418,['Musica']
11870323,arganzuela,28045,440828,4471551,['CursosTalleres']
11936844,villaverde,28021,441277,4466932,"['TeatroPerformance', 'ComediaMonologo']"
11958099,villa de vallecas,28031,447581,4470145,['ActividadesCalleArteUrbano']
11937230,latina,28044,437830,4473132,"['TeatroPerformance', 'ComediaMonologo']"
11932994,usera,28026,439248,4469889,"['DanzaBaile', 'FolcloreEtnica']"
11913910,retiro,28007,442345,4474221,['ConferenciasColoquios']
11951897,arganzuela,28045,440946,4471422,['CursosTalleres']
11939139,villa de vallecas,28031,446579,4469157,['ClubesLectura']
11958252,moncloa-aravaca,28008,439102,4478967,['ExcursionesItinerariosVisitas']
11768394,centro,28013,439759,4475508,['ProgramacionDestacadaAgendaCultura']
11950909,arganzuela,28045,440946,4471422,['ProgramacionDestacadaAgendaCultura']
11945041,fuencarral-el pardo,28029,439867,4481122,['Musica']
11951722,tetuan,28020,440328,4477957,['CursosTalleres']
11693942,arganzuela,28045,440825,4471546,['TeatroPerformance']
11946134,moncloa-aravaca,28008,439028,4476311,['TeatroPerformance']
11916384,arganzuela,28045,440825,4471546,['TeatroPerformance']
11944351,moncloa-aravaca,28008,438998,4479816,['TeatroPerformance']
11920011,retiro,28007,441277,4474496,['ProgramacionDestacadaAgendaCultura']
11806152,san blas-canillejas,28022,448214,4476029,['CursosTalleres']
11933137,usera,28026,439248,4469889,"['DanzaBaile', 'FolcloreEtnica']"
11945838,vicalvaro,28032,449367,4473005,['1ciudad21distritos']
11940792,latina,28044,433786,4470559,['Exposiciones']
11945531,carabanchel,28025,438758,4471886,['CursosTalleres']
11148281,fuencarral-el pardo,28029,441233,4481384,['ComemoracionesHomenajes']
11932161,san blas-canillejas,28022,449282,4477702,['RecitalesPresentacionesActosLiterarios']
11912808,chamartin,28002,442673,4478091,['1ciudad21distritos']
11920444,retiro,28007,441277,4474496,['ProgramacionDestacadaAgendaCultura']
11932890,moratalaz,28030,445141,4473033,['DanzaBaile']
11946349,villaverde,28021,442482,4466908,['DanzaBaile']
11946893,villaverde,28021,441587,4467180,['DanzaBaile']
11946820,salamanca,28001,441476,4475151,['ProgramacionDestacadaAgendaCultura']
11952479,puente de vallecas,28038,443532,4471268,['ExcursionesItinerariosVisitas']
11945057,chamartin,28002,442766,4477922,['RecitalesPresentacionesActosLiterarios']
11923117,salamanca,28001,441502,4475253,['Exposiciones']
11951360,retiro,28007,442345,4474221,['RecitalesPresentacionesActosLiterarios']
11948153,san blas-canillejas,28022,448534,4477771,['CineActividadesAudiovisuales']
11735907,salamanca,28001,441476,4475151,['DanzaBaile']
11921609,centro,28013,439691,4473738,['Exposiciones']
11957730,villa de vallecas,28031,448550,4470424,['ConferenciasColoquios']
11941683,hortaleza,28043,444876,4479190,['ExcursionesItinerariosVisitas']
11941762,chamartin,28002,443189,4479129,['ExcursionesItinerariosVisitas']
11941902,carabanchel,28025,438758,4471886,['ExcursionesItinerariosVisitas']
11941892,barajas,28042,449784,4480499,['ExcursionesItinerariosVisitas']
11941915,chamberi,28010,439412,4476170,['ExcursionesItinerariosVisitas']
11941911,san blas-canillejas,28022,448534,4477771,['ExcursionesItinerariosVisitas']
11940582,retiro,28007,442360,4473388,['ItinerariosOtrasActividadesAmbientales']
11950885,arganzuela,28045,440723,4473051,['ActividadesCalleArteUrbano']
11951167,retiro,28007,443307,4472652,['ExcursionesItinerariosVisitas']
11947391,villaverde,28021,442001,4471735,['ExcursionesItinerariosVisitas']
11958530,vicalvaro,28032,447278,4472321,['CursosTalleres']
11942405,vicalvaro,28032,447278,4472321,['ExcursionesItinerariosVisitas']
11945158,centro,28013,441134,4473558,['ProgramacionDestacadaAgendaCultura']
11959549,ciudad lineal,28037,444705,4474959,['ExcursionesItinerariosVisitas']
11918983,ciudad lineal,28037,444705,4474959,['ExcursionesItinerariosVisitas']
11920191,ciudad lineal,28037,444705,4474959,['ExcursionesItinerariosVisitas']
11959555,ciudad lineal,28037,444705,4474959,['ExcursionesItinerariosVisitas']
11959552,ciudad lineal,28037,444705,4474959,['ExcursionesItinerariosVisitas']
11945324,vicalvaro,28032,448473,4472636,['ExcursionesItinerariosVisitas']
11900374,arganzuela,28045,440946,4471422,['ActividadesCalleArteUrbano']
11912007,centro,28013,439759,4475508,['ProgramacionDestacadaAgendaCultura']
11916929,arganzuela,28045,440946,4471422,['ActividadesCalleArteUrbano']
11899470,retiro,28007,441277,4474496,['ExcursionesItinerariosVisitas']
11942399,moratalaz,28030,444577,4473403,['ExcursionesItinerariosVisitas']
11921959,usera,28026,440472,4468702,['TeatroPerformance']
11958608,villa de vallecas,28031,448550,4470424,['FiestasSanIsidro']
11944771,barajas,28042,450961,4480464,['Exposiciones']
11946826,hortaleza,28043,444469,4482391,['Exposiciones']
11956968,arganzuela,28045,440828,4471551,['ProgramacionDestacadaAgendaCultura']
11930959,san blas-canillejas,28022,447255,4474591,['DanzaBaile']
11955443,villa de vallecas,28031,448710,4469592,"['ActividadesDeportivas', 'CarrerasMaratones']"
11938028,puente de vallecas,28038,442974,4470850,['Exposiciones']
11768316,centro,28013,439759,4475508,['ProgramacionDestacadaAgendaCultura']
11896780,hortaleza,28043,444516,4479119,['DanzaBaile']
11942841,arganzuela,28045,440586,4471782,['TeatroPerformance']
11940470,fuencarral-el pardo,28029,441699,4482933,['TeatroPerformance']
11944297,arganzuela,28045,440979,4472617,['CineActividadesAudiovisuales']
11887495,fuencarral-el pardo,28029,441386,4482508,['ActividadesDeportivas']
11950903,arganzuela,28045,440946,4471422,['ProgramacionDestacadaAgendaCultura']
11938315,retiro,28007,442345,4474221,['RecitalesPresentacionesActosLiterarios']
11951299,ciudad lineal,28037,444705,4474959,['CineActividadesAudiovisuales']
11717863,retiro,28007,442527,4472618,['ConferenciasColoquios']
11948122,centro,28013,440645,4475347,['RecitalesPresentacionesActosLiterarios']
11930089,centro,28013,440645,4475347,['Exposiciones']
11912801,carabanchel,28025,439136,4471474,['1ciudad21distritos']
11956750,hortaleza,28043,444461,4482397,['RecitalesPresentacionesActosLiterarios']
11938034,centro,28013,439775,4473962,['ConferenciasColoquios']
11938029,centro,28013,439775,4473962,['ConferenciasColoquios']
11938865,fuencarral-el pardo,28029,439867,4481122,['RecitalesPresentacionesActosLiterarios']
11958319,tetuan,28020,439755,4478779,['RecitalesPresentacionesActosLiterarios']
11956824,retiro,28007,442345,4474221,['RecitalesPresentacionesActosLiterarios']
11958551,centro,28013,439723,4475438,['RecitalesPresentacionesActosLiterarios']
11944076,vicalvaro,28032,447278,4472321,['RecitalesPresentacionesActosLiterarios']
11959914,centro,28013,440645,4475347,['RecitalesPresentacionesActosLiterarios']
11942359,centro,28013,440645,4475347,['RecitalesPresentacionesActosLiterarios']
11952723,fuencarral-el pardo,28029,439867,4481122,['RecitalesPresentacionesActosLiterarios']
11897803,centro,28013,440645,4475347,['CineActividadesAudiovisuales']
11940694,fuencarral-el pardo,28029,439867,4481122,['RecitalesPresentacionesActosLiterarios']
11897797,centro,28013,440645,4475347,['CineActividadesAudiovisuales']
11912811,barajas,28042,450961,4480464,['1ciudad21distritos']
11912812,chamartin,28002,442714,4477836,['1ciudad21distritos']
11912815,fuencarral-el pardo,28029,434105,4485730,['1ciudad21distritos']
11912816,villaverde,28021,441277,4466932,['1ciudad21distritos']
11912853,fuencarral-el pardo,28029,434105,4485730,['1ciudad21distritos']
11932143,usera,28026,440301,4469524,['ConferenciasColoquios']
11912115,san blas-canillejas,28022,446636,4477644,['CursosTalleres']
11908599,retiro,28007,441748,4474466,['CuentacuentosTiteresMarionetas']
11948090,usera,28026,441188,4469184,['RecitalesPresentacionesActosLiterarios']
11938208,retiro,28007,442345,4474221,['ConferenciasColoquios']
11938757,villa de vallecas,28031,448550,4470424,['1ciudad21distritos']
11663150,fuencarral-el pardo,28029,441699,4482933,['CuentacuentosTiteresMarionetas']
11902646,fuencarral-el pardo,28029,438848,4482487,['CuentacuentosTiteresMarionetas']
11400136,fuencarral-el pardo,28029,441892,4485296,['CuentacuentosTiteresMarionetas']
11912304,fuencarral-el pardo,28029,439894,4481167,['CuentacuentosTiteresMarionetas']
11958033,villa de vallecas,28031,447107,4470075,['TeatroPerformance']
11744205,salamanca,28001,441476,4475151,['ProgramacionDestacadaAgendaCultura']
11768385,centro,28013,439759,4475508,['ProgramacionDestacadaAgendaCultura']
11903668,san blas-canillejas,28022,448214,4476029,['RecitalesPresentacionesActosLiterarios']
